Country,Year,Status,Life_expectancy,Adult_Mortality,infant_deaths,Alcohol,percentage_expenditure,Hepatitis_B,Measles,BMI,under-five_deaths,Polio,Total_expenditure,Diphtheria,HIV/AIDS,GDP,Population,thinness_1-19_years,thinness_5-9_years,Income_composition_of_resources,Schooling,child_mortality_rate,immunization_avg,economic_strength,education_index,mortality_pressure
Kazakhstan,2009,Developing,67.8,235.0,2.079441541679836,6.64,6.696099615972595,99.0,0.0,48.5,2.19722457733622,99.0,4.13,98.0,0.0953101798043248,8.877141621647638,12.039262167556124,2.3,2.5,0.758,14.6,4.276666119016056,98.66666666666667,6.72887334920891,11.0668,235.09531017980433
Kazakhstan,2008,Developing,66.6,258.0,2.19722457733622,7.6,6.564318858528478,99.0,3.044522437723423,47.9,2.302585092994046,99.0,3.65,99.0,0.0953101798043248,9.049533463780312,9.65982236550112,2.4,2.5,0.758,14.6,4.499809670330266,99.0,6.8595463655454765,11.0668,258.0953101798043
Kazakhstan,2007,Developing,65.3,288.0,2.19722457733622,7.44,6.216067856456811,94.0,2.6390573296152584,47.3,2.302585092994046,94.0,3.19,93.0,0.0953101798043248,8.820612993149215,16.555330255081458,2.4,2.5,0.754,14.7,4.499809670330266,93.66666666666667,6.650742196834508,11.0838,288.0953101798043
Kazakhstan,2006,Developing,65.0,295.0,2.19722457733622,7.08,4.346382479684544,99.0,4.700480365792417,46.8,2.302585092994046,99.0,3.73,99.0,0.0953101798043248,8.574060296718862,11.943960849189924,2.4,2.5,0.747,14.3,4.499809670330266,99.0,6.40482304164899,10.6821,295.0953101798043
Kazakhstan,2005,Developing,64.6,294.0,2.19722457733622,6.94,5.866072303562439,94.0,9.68775397939693,46.3,2.302585092994046,99.0,4.7,98.0,0.0953101798043248,8.235434595684797,14.23074776322114,2.4,2.5,0.737,13.9,4.499809670330266,97.0,6.069515297019695,10.2443,294.0953101798043
Kazakhstan,2004,Developing,64.7,287.0,2.19722457733622,6.55,3.5529624132350386,99.0,7.698482787880946,45.8,2.302585092994046,99.0,3.95,82.0,0.0953101798043248,7.963908223334671,14.229595739588223,2.5,2.6,0.725,13.5,4.499809670330266,93.33333333333333,5.773833461917636,9.7875,287.0953101798043
Kazakhstan,2003,Developing,64.4,282.0,2.19722457733622,6.58,3.195975916842342,99.0,3.218875824868201,45.3,2.302585092994046,99.0,3.7,99.0,0.0953101798043248,5.595170965425908,11.917850427225885,2.5,2.6,0.714,13.1,4.499809670330266,99.0,3.994952069314098,9.353399999999999,282.0953101798043
Kazakhstan,2002,Developing,64.7,276.0,2.19722457733622,5.99,4.984306738213406,95.0,2.9444389791664403,44.8,2.302585092994046,95.0,3.61,95.0,0.0953101798043248,7.4141580121717405,16.51411286796932,2.6,2.6,0.7,12.7,4.499809670330266,95.0,5.1899106085202185,8.889999999999999,276.0953101798043
Kazakhstan,2001,Developing,64.4,284.0,2.19722457733622,5.75,2.6107195639479075,95.0,4.553876891600541,44.4,2.3978952727983707,95.0,3.47,95.0,0.0953101798043248,5.016794626404158,16.51407161251815,2.6,2.7,0.685,12.3,4.595119850134591,95.0,3.4365043190868483,8.425500000000001,284.0953101798043
Kazakhstan,2000,Developing,63.9,292.0,2.302585092994046,6.0,4.7321653879319845,99.0,5.5053315359323625,43.9,2.3978952727983707,96.0,4.16,97.0,0.0953101798043248,7.115548006999639,16.515772307667014,2.7,2.7,0.676,12.1,4.700480365792417,97.33333333333333,4.810110452731756,8.1796,292.0953101798043
Kenya,2015,Developing,63.4,249.0,4.007333185232471,3.77,0.0,89.0,4.564348191467836,22.0,4.330733340286331,83.0,5.75,89.0,1.33500106673234,7.208579197840375,17.67067237596456,7.8,7.6,0.55,11.1,8.338066525518801,87.0,3.9647185588122063,6.105,250.33500106673233
Kenya,2014,Developing,62.9,255.0,4.04305126783455,0.01,5.147277374178614,92.0,5.872117789475416,21.3,4.382026634673881,93.0,5.72,92.0,1.3609765531356006,7.1979186205380845,13.044241823133252,7.8,7.7,0.546,11.1,8.42507790250843,92.33333333333333,3.9300635668137947,6.0606,256.36097655313563
Kenya,2013,Developing,62.6,258.0,4.07753744390572,1.84,5.117577544352099,93.0,5.25227342804663,2.7,4.406719247264253,94.0,5.57,87.0,1.3862943611198906,7.114862775718647,17.618317848215646,7.9,7.7,0.541,11.1,8.484256691169973,91.33333333333333,3.8491407616637883,6.0051000000000005,259.3862943611199
Kenya,2012,Developing,62.1,263.0,4.0943445622221,1.81,5.0448883664924,94.0,0.0,2.1,4.442651256490317,94.0,5.49,94.0,1.3862943611198906,7.052944380693379,17.59163663222933,8.0,7.8,0.536,11.1,8.536995818712416,94.0,3.7803781880516514,5.9496,264.3862943611199
Kenya,2011,Developing,61.2,278.0,4.110873864173311,1.8,4.706870664273228,96.0,7.78155595923534,19.5,4.465908118654584,97.0,5.23,96.0,1.4816045409242156,6.89613340254172,17.56470493888527,8.1,7.9,0.53,11.1,8.576781982827896,96.33333333333333,3.6549507033471116,5.883,279.4816045409242
Kenya,2010,Developing,63.0,294.0,4.127134385045092,1.73,4.053346201629431,9.0,4.564348191467836,18.9,4.499809670330265,9.0,3.97,9.0,1.667706820558076,6.875591247977262,15.235034886964591,8.2,8.0,0.523,11.1,8.626944055375358,9.0,3.595934222692108,5.8053,295.66770682055807
Kenya,2009,Developing,59.1,317.0,4.143134726391533,1.86,2.097631521810257,88.0,7.105786129481271,18.4,4.5217885770490405,89.0,4.17,88.0,1.791759469228055,4.541338103264136,12.956839938886256,8.2,8.1,0.514,10.7,8.664923303440574,88.33333333333333,2.334247785077766,5.4998,318.79175946922805
Kenya,2008,Developing,57.9,339.0,4.174387269895637,1.71,4.119286746918796,88.0,7.1569563646156364,17.9,4.564348191467836,88.0,3.9,88.0,2.0014800002101243,6.822087636776407,17.48287054535627,8.3,8.2,0.506,10.4,8.738735461363472,88.0,3.451976344208862,5.2624,341.0014800002101
Kenya,2007,Developing,56.8,356.0,4.204692619390966,1.97,4.108142492124642,81.0,7.324489979348532,17.3,4.61512051684126,76.0,4.8,81.0,2.312535423847214,6.733617484071874,12.870305815925477,8.4,8.3,0.494,10.1,8.819813136232225,79.33333333333333,3.3264070371315055,4.9894,358.31253542384724
Kenya,2006,Developing,55.3,388.0,4.23410650459726,1.76,3.981620973886994,8.0,7.521859252201629,16.9,4.653960350157523,77.0,4.24,8.0,2.424802725718295,6.549169725276147,10.53278930504732,8.5,8.4,0.483,9.7,8.888066854754783,31.0,3.163248977308379,4.685099999999999,390.4248027257183
Kenya,2005,Developing,54.1,412.0,4.262679877041316,1.82,3.702702844780511,76.0,5.0369526024136295,16.4,4.691347882229144,7.0,4.36,76.0,2.533696813957432,6.2553659653183145,15.10976884852973,8.6,8.5,0.474,9.6,8.95402775927046,53.0,2.9650434675608808,4.5504,414.5336968139574
Kenya,2004,Developing,53.0,432.0,4.290459441148391,1.43,3.618933069874581,73.0,3.044522437723423,15.9,4.727387818712341,73.0,4.29,73.0,2.653241964607215,6.1309750559198495,15.089456712950325,8.7,8.6,0.461,8.9,9.017847259860732,73.0,2.826379500779051,4.1029,434.6532419646072
Kenya,2003,Developing,52.4,437.0,4.31748811353631,1.49,3.6069111579342574,73.0,4.189654742026425,15.5,4.7535901911063645,75.0,4.45,73.0,2.740840023925201,6.081505266980777,15.043352123413015,8.8,8.8,0.45,8.2,9.071078304642676,73.66666666666667,2.73667737014135,3.69,439.7408400239252
Kenya,2002,Developing,52.1,437.0,4.343805421853684,1.66,3.518587490947897,84.0,6.642486801367256,15.1,4.77912349311153,83.0,4.54,84.0,2.815408719422709,5.983556740408925,12.713341953093389,8.9,8.9,0.451,8.5,9.122928914965215,83.66666666666667,2.6985840899244256,3.8335,439.8154087194227
Kenya,2001,Developing,51.9,434.0,4.356708826689592,1.63,1.5784843285387058,91.0,9.33300038471207,14.7,4.795790545596741,77.0,4.62,8.0,2.884800712846709,3.755985641598063,17.29124267546548,9.0,9.0,0.447,8.4,9.152499372286332,58.666666666666664,1.6789255817943343,3.7548000000000004,436.8848007128467
Kenya,2000,Developing,51.9,428.0,4.356708826689592,1.51,0.5197965969871701,91.0,9.952420563645306,14.4,4.804021044733257,8.0,4.68,82.0,2.9496883350525844,3.806211570343657,14.961478331347587,9.2,9.1,0.448,8.4,9.160729871422848,60.333333333333336,1.7051827835139584,3.7632000000000003,430.9496883350526
Kiribati,2015,Developing,66.3,198.0,0.0,3.77,0.0,82.0,0.0,77.6,0.0,8.0,5.75,78.0,0.0953101798043248,7.262266411268046,9.327945614050446,0.1,0.1,0.586,11.9,0.0,56.0,4.255688117003075,6.9734,198.09531017980433
Kiribati,2014,Developing,66.1,2.0,0.0,0.01,4.59382540856506,75.0,0.0,77.1,0.0,79.0,1.21,75.0,0.0953101798043248,7.429842891813315,9.346530726426447,0.1,0.1,0.597,11.9,0.0,76.33333333333333,4.435616206412549,7.1043,2.0953101798043248
Kiribati,2013,Developing,65.8,22.0,0.0,0.01,4.929130143073552,95.0,0.0,76.7,0.0,91.0,1.15,95.0,0.0953101798043248,7.453192010089637,9.827470066112213,0.1,0.1,0.589,11.9,0.0,93.66666666666667,4.389930093942796,7.0091,22.095310179804326
Kiribati,2012,Developing,65.7,24.0,0.0,0.01,5.000281716983576,94.0,0.0,76.2,0.0,92.0,1.37,94.0,0.0953101798043248,7.475801429625688,9.718000992399016,0.1,0.1,0.581,11.9,0.0,93.33333333333333,4.343440630612524,6.9139,24.095310179804326
Kiribati,2011,Developing,65.5,26.0,0.0,0.53,3.448940616722666,95.0,0.0,75.7,0.0,95.0,1.42,99.0,0.0953101798043248,7.434619559303389,9.5926733160273,0.1,0.1,0.585,11.9,0.0,96.33333333333333,4.3492524421924825,6.9615,26.095310179804326
Kiribati,2010,Developing,65.3,27.0,0.0,0.48,2.955775228815133,91.0,0.0,75.2,0.0,95.0,1.52,91.0,0.0953101798043248,7.309322868288598,9.445649620189265,0.1,0.1,0.584,11.9,0.0,92.33333333333333,4.268644555080541,6.949599999999999,27.095310179804326
Kiribati,2009,Developing,65.2,28.0,0.0,0.54,5.095530033755399,86.0,0.0,74.6,0.0,84.0,12.24,86.0,0.0953101798043248,7.168799550334219,7.358193752733032,0.1,0.1,0.576,11.9,0.0,85.33333333333333,4.12922854099251,6.8544,28.095310179804326
Kiribati,2008,Developing,65.1,21.0,0.0,0.46,5.127648582906868,83.0,0.0,74.1,0.0,74.0,12.23,82.0,0.0953101798043248,7.254406533177003,9.194718991073223,0.2,0.1,0.572,11.6,0.0,79.66666666666667,4.149520536977246,6.635199999999999,21.095310179804326
Kiribati,2007,Developing,65.0,211.0,0.0,0.68,5.245501214780518,96.0,0.0,73.4,0.0,93.0,13.66,94.0,0.0953101798043248,7.21423374544126,11.475348200614862,0.2,0.1,0.574,11.8,0.0,94.33333333333333,4.140970169883283,6.7732,211.09531017980433
Kiribati,2006,Developing,65.0,212.0,0.0,0.76,2.9546278829137047,88.0,0.0,72.8,0.0,86.0,1.93,86.0,0.0953101798043248,7.049737032274726,9.15133319139615,0.2,0.1,0.576,12.1,0.0,86.66666666666667,4.0606485305902424,6.969599999999999,212.09531017980433
Kiribati,2005,Developing,64.9,213.0,0.0,0.6,4.725077305513602,5.0,0.0,72.1,0.0,74.0,1.6,79.0,0.0953101798043248,7.102957412990341,11.43308107096457,0.2,0.2,0.0,12.2,0.0,52.666666666666664,0.0,0.0,213.09531017980433
Kiribati,2004,Developing,64.8,214.0,0.0,0.48,2.453095506513021,67.0,0.0,71.4,0.0,61.0,1.39,62.0,0.0953101798043248,4.7416973368446245,9.163563180417254,0.2,0.2,0.0,12.4,0.0,63.333333333333336,0.0,0.0,214.09531017980433
Kiribati,2003,Developing,64.7,215.0,0.0,0.5,1.0171901536330776,73.0,0.0,7.6,0.0,79.0,9.98,7.0,0.0953101798043248,4.756916549189766,11.395222426114016,0.2,0.2,0.0,11.6,0.0,53.0,0.0,0.0,215.09531017980433
Kiribati,2002,Developing,64.6,217.0,0.0,0.49,4.273267603654815,79.0,0.0,69.7,0.0,96.0,9.1,77.0,0.0953101798043248,6.718512473509951,11.377609624021538,0.2,0.2,0.0,11.7,0.0,84.0,0.0,0.0,217.09531017980433
Kiribati,2001,Developing,64.3,219.0,0.0,0.6,4.110412421331494,85.0,0.0,68.8,0.0,88.0,9.0,85.0,0.0953101798043248,6.601161157247828,11.360461694843734,0.2,0.2,0.0,10.4,0.0,86.0,0.0,0.0,219.09531017980433
Kiribati,2000,Developing,64.1,222.0,0.0,0.46,2.4911730837809176,9.0,0.0,67.9,0.0,9.0,8.12,9.0,0.0953101798043248,6.681850122193321,9.041566627727496,0.2,0.2,0.0,10.0,0.0,9.0,0.0,0.0,222.09531017980433
Kuwait,2015,Developing,74.7,81.0,0.0,3.77,0.0,99.0,2.9444389791664403,71.4,0.6931471805599453,99.0,5.75,99.0,0.0953101798043248,10.274237605750784,14.155425433327226,3.5,3.4,0.799,13.3,0.6931471805599453,99.0,8.209115846994877,10.626700000000001,81.09531017980433
Kuwait,2014,Developing,74.6,82.0,0.0,0.01,7.81677845201004,96.0,4.02535169073515,7.8,0.6931471805599453,94.0,3.4,95.0,0.0953101798043248,10.66889681621583,14.155425433327226,3.4,3.4,0.787,13.0,0.6931471805599453,95.0,8.396421794361858,10.231,82.09531017980433
Kuwait,2013,Developing,74.5,83.0,0.6931471805599453,0.01,7.935114136594145,99.0,4.143134726391533,7.2,0.6931471805599453,99.0,2.56,99.0,0.0953101798043248,10.787274887963342,14.155425433327226,3.4,3.3,0.796,13.1,1.3862943611198906,99.0,8.58667081081882,10.4276,83.09531017980433
Kuwait,2012,Developing,74.3,84.0,0.6931471805599453,0.01,7.99259785310499,98.0,3.332204510175204,69.5,0.6931471805599453,98.0,2.57,98.0,0.0953101798043248,10.844777452934412,14.155425433327226,3.4,3.3,0.794,13.2,1.3862943611198906,98.0,8.610753297629923,10.4808,84.09531017980433
Kuwait,2011,Developing,74.2,85.0,0.6931471805599453,0.02,7.932397226230109,99.0,3.49650756146648,69.0,0.6931471805599453,99.0,2.62,99.0,0.0953101798043248,10.784557059590297,14.155425433327226,3.3,3.2,0.792,13.4,1.3862943611198906,99.0,8.541369191195516,10.6128,85.09531017980433
Kuwait,2010,Developing,74.0,86.0,0.6931471805599453,0.01,7.60617633070364,99.0,2.6390573296152584,68.4,0.6931471805599453,98.0,2.76,98.0,0.0953101798043248,10.558377596513742,14.155425433327226,3.3,3.2,0.79,13.5,1.3862943611198906,98.33333333333333,8.341118301245857,10.665000000000001,86.09531017980433
Kuwait,2009,Developing,73.9,87.0,0.6931471805599453,0.1,8.007243263117028,99.0,0.0,67.9,0.6931471805599453,99.0,3.87,99.0,0.0953101798043248,10.533916210755477,14.155425433327226,3.3,3.2,0.788,13.6,1.3862943611198906,99.0,8.300725974075316,10.716800000000001,87.09531017980433
Kuwait,2008,Developing,73.8,88.0,0.6931471805599453,0.03,7.639831181993304,99.0,0.0,67.5,0.6931471805599453,99.0,1.93,99.0,0.0953101798043248,10.925452725588336,14.155425433327226,3.3,3.1,0.787,13.8,1.3862943611198906,99.0,8.59833129503802,10.860600000000002,88.09531017980433
Kuwait,2007,Developing,73.7,89.0,0.6931471805599453,0.03,7.846317693016503,99.0,0.0,67.1,0.6931471805599453,99.0,2.13,99.0,0.0953101798043248,10.731929672819374,14.155425433327226,3.2,3.1,0.787,13.9,1.3862943611198906,99.0,8.446028652508849,10.939300000000001,89.09531017980433
Kuwait,2006,Developing,73.6,89.0,0.6931471805599453,0.01,7.801573085686049,99.0,0.0,66.7,0.6931471805599453,99.0,2.25,99.0,0.0953101798043248,10.662388700825954,14.155425433327226,3.2,3.1,0.787,14.1,1.3862943611198906,99.0,8.391299907550026,11.0967,89.09531017980433
Kuwait,2005,Developing,73.6,9.0,0.0,0.01,5.4830324694403645,99.0,2.3978952727983707,66.3,0.6931471805599453,99.0,2.38,99.0,0.0953101798043248,8.17477649102789,14.155425433327226,3.2,3.1,0.789,14.2,0.6931471805599453,99.0,6.449898651421005,11.2038,9.095310179804326
Kuwait,2004,Developing,73.5,91.0,0.0,0.02,7.457074540877181,94.0,3.1780538303479458,65.9,0.6931471805599453,98.0,2.76,98.0,0.0953101798043248,10.200729822818392,14.155425433327226,3.2,3.0,0.791,14.4,0.6931471805599453,96.66666666666667,8.068777289849349,11.390400000000001,91.09531017980433
Kuwait,2003,Developing,73.4,93.0,0.0,0.03,5.07523551770519,99.0,0.0,65.5,0.6931471805599453,99.0,3.23,99.0,0.0953101798043248,7.728666457045646,14.155425433327226,3.2,3.0,0.788,14.1,0.6931471805599453,99.0,6.090189168151969,11.1108,93.09531017980433
Kuwait,2002,Developing,73.3,94.0,0.0,0.01,7.098937916020391,99.0,0.0,65.0,0.6931471805599453,99.0,3.56,99.0,0.0953101798043248,9.786415378470265,14.155425433327226,3.2,3.0,0.785,13.9,0.6931471805599453,99.0,7.682336072099158,10.9115,94.09531017980433
Kuwait,2001,Developing,73.2,95.0,0.0,0.01,4.73794941017985,99.0,0.0,64.5,0.6931471805599453,99.0,3.61,99.0,0.0953101798043248,7.412140775575177,14.155425433327226,3.2,3.0,0.786,14.0,0.6931471805599453,99.0,5.82594264960209,11.004000000000001,95.09531017980433
Kuwait,2000,Developing,73.2,96.0,0.0,0.01,6.867897259272167,95.0,1.9459101490553128,64.0,0.6931471805599453,94.0,2.51,98.0,0.0953101798043248,9.819583216238064,14.155425433327226,3.2,3.1,0.786,14.1,0.6931471805599453,95.66666666666667,7.718192407963119,11.0826,96.09531017980433
Kyrgyzstan,2015,Developing,71.1,166.0,1.3862943611198906,3.77,0.0,97.0,9.785829509067897,44.9,1.3862943611198906,97.0,5.75,97.0,0.0953101798043248,7.128513323636497,14.155425433327226,3.3,3.4,0.662,13.0,2.772588722239781,97.0,4.719075820247361,8.606,166.09531017980433
Kyrgyzstan,2014,Developing,78.0,17.0,1.3862943611198906,0.01,0.0,96.0,5.765191102784844,43.9,1.6094379124341005,95.0,6.48,96.0,0.0953101798043248,7.128513323636497,14.155425433327226,3.3,3.4,0.656,12.8,2.9957322735539913,95.66666666666667,4.676304740305542,8.3968,17.095310179804326
Kyrgyzstan,2013,Developing,77.0,174.0,1.3862943611198906,0.01,0.0,97.0,0.6931471805599453,43.0,1.6094379124341005,97.0,6.68,97.0,0.0953101798043248,7.128513323636497,14.155425433327226,3.3,3.3,0.647,12.5,2.9957322735539913,97.0,4.612148120392813,8.0875,174.09531017980433
Kyrgyzstan,2012,Developing,69.9,18.0,1.3862943611198906,0.01,0.0,96.0,0.0,42.2,1.6094379124341005,94.0,6.97,96.0,0.0953101798043248,7.128513323636497,14.155425433327226,3.2,3.3,0.638,12.3,2.9957322735539913,95.33333333333333,4.5479915004800855,7.8474,18.095310179804326
Kyrgyzstan,2011,Developing,69.4,188.0,1.6094379124341005,3.28,0.0,96.0,5.407171771460119,41.4,1.6094379124341005,94.0,6.18,96.0,0.1823215567939546,7.128513323636497,14.155425433327226,3.2,3.3,0.632,12.1,3.218875824868201,95.33333333333333,4.505220420538266,7.6472,188.18232155679397
Kyrgyzstan,2010,Developing,68.8,199.0,1.6094379124341005,2.73,0.0,96.0,0.0,4.7,1.6094379124341005,88.0,6.66,96.0,0.0953101798043248,7.128513323636497,14.155425433327226,3.2,3.3,0.631,12.2,3.218875824868201,93.33333333333333,4.498091907214629,7.6982,199.09531017980433
Kyrgyzstan,2009,Developing,68.5,21.0,1.6094379124341005,2.39,0.0,96.0,0.6931471805599453,4.1,1.6094379124341005,96.0,6.79,95.0,0.0953101798043248,7.128513323636497,14.155425433327226,3.3,3.4,0.629,12.4,3.218875824868201,95.66666666666667,4.483834880567357,7.7996,21.095310179804326
Kyrgyzstan,2008,Developing,67.6,217.0,1.6094379124341005,2.53,0.0,97.0,2.833213344056216,39.5,1.6094379124341005,95.0,6.7,95.0,0.1823215567939546,7.128513323636497,14.155425433327226,3.3,3.4,0.624,12.6,3.218875824868201,95.66666666666667,4.448192313949174,7.8624,217.18232155679397
Kyrgyzstan,2007,Developing,67.2,229.0,1.6094379124341005,2.77,0.0,94.0,3.713572066704308,39.0,1.6094379124341005,94.0,6.87,94.0,0.0953101798043248,7.128513323636497,14.155425433327226,3.3,3.4,0.618,12.6,3.218875824868201,94.0,4.405421234007355,7.7867999999999995,229.09531017980433
Kyrgyzstan,2006,Developing,66.7,234.0,1.6094379124341005,2.48,0.0,9.0,3.332204510175204,38.5,1.6094379124341005,93.0,6.73,92.0,0.0953101798043248,7.128513323636497,14.155425433327226,3.3,3.4,0.613,12.5,3.218875824868201,64.66666666666667,4.3697786673891725,7.6625,234.09531017980433
Kyrgyzstan,2005,Developing,66.9,224.0,1.6094379124341005,2.81,0.0,97.0,3.9889840465642745,38.0,1.6094379124341005,98.0,5.82,98.0,0.0953101798043248,7.128513323636497,14.155425433327226,3.4,3.4,0.612,12.4,3.218875824868201,97.66666666666667,4.362650154065536,7.5888,224.09531017980433
Kyrgyzstan,2004,Developing,67.1,218.0,1.6094379124341005,3.41,0.0,99.0,2.19722457733622,37.5,1.6094379124341005,98.0,5.57,99.0,0.0953101798043248,7.128513323636497,14.155425433327226,3.4,3.4,0.609,12.5,3.218875824868201,98.66666666666667,4.3412646140946265,7.6125,218.09531017980433
Kyrgyzstan,2003,Developing,66.6,217.0,1.6094379124341005,3.52,0.0,99.0,1.9459101490553128,37.0,1.6094379124341005,98.0,5.43,98.0,0.0953101798043248,7.128513323636497,14.155425433327226,3.5,3.5,0.602,12.2,3.218875824868201,98.33333333333333,4.291365020829171,7.344399999999999,217.09531017980433
Kyrgyzstan,2002,Developing,66.7,215.0,1.6094379124341005,3.31,0.0,99.0,1.0986122886681098,36.5,1.791759469228055,99.0,5.43,98.0,0.0953101798043248,7.128513323636497,14.155425433327226,3.5,3.5,0.601,12.1,3.4011973816621555,98.66666666666667,4.284236507505534,7.272099999999999,215.09531017980433
Kyrgyzstan,2001,Developing,67.2,217.0,1.6094379124341005,2.62,0.0,57.0,2.8903717578961645,36.0,1.791759469228055,99.0,4.79,99.0,0.0953101798043248,7.128513323636497,14.155425433327226,3.6,3.6,0.593,11.8,3.4011973816621555,85.0,4.227208400916442,6.9974,217.09531017980433
Kyrgyzstan,2000,Developing,66.6,225.0,1.6094379124341005,2.13,0.0,44.0,2.833213344056216,35.6,1.791759469228055,99.0,4.68,99.0,0.0953101798043248,7.128513323636497,14.155425433327226,3.6,3.6,0.586,11.4,3.4011973816621555,80.66666666666667,4.177308807650987,6.6804,225.09531017980433
Lao People's Democratic Republic,2015,Developing,65.7,194.0,2.19722457733622,3.77,0.0,89.0,4.04305126783455,21.7,2.4849066497880004,89.0,5.75,89.0,0.1823215567939546,7.128513323636497,14.155425433327226,8.8,8.9,0.582,10.8,4.68213122712422,89.0,4.148794754356441,6.2856,194.18232155679397
Lao People's Democratic Republic,2014,Developing,65.3,199.0,2.19722457733622,0.01,0.0,88.0,5.828945617610208,2.9,2.4849066497880004,88.0,1.87,88.0,0.1823215567939546,7.128513323636497,14.155425433327226,8.9,9.0,0.573,10.6,4.68213122712422,88.0,4.084638134443712,6.073799999999999,199.18232155679397
Lao People's Democratic Republic,2013,Developing,64.9,23.0,2.302585092994046,0.01,0.0,87.0,4.276666119016055,2.1,2.5649493574615367,86.0,2.0,87.0,0.262364264467491,7.128513323636497,14.155425433327226,9.0,9.1,0.563,10.4,4.867534450455583,86.66666666666667,4.0133530012073475,5.8552,23.26236426446749
Lao People's Democratic Republic,2012,Developing,64.4,28.0,2.302585092994046,0.01,0.0,79.0,3.49650756146648,19.4,2.5649493574615367,78.0,2.12,79.0,0.262364264467491,7.128513323636497,14.155425433327226,9.1,9.2,0.554,10.2,4.867534450455583,78.66666666666667,3.9491963812946196,5.6508,28.26236426446749
Lao People's Democratic Republic,2011,Developing,64.0,213.0,2.302585092994046,5.39,0.0,78.0,4.736198448394496,18.7,2.6390573296152584,79.0,2.2,78.0,0.262364264467491,7.128513323636497,14.155425433327226,9.2,9.4,0.542,9.9,4.941642422609304,78.33333333333333,3.8636542214109815,5.3658,213.2623642644675
Lao People's Democratic Republic,2010,Developing,63.6,218.0,2.3978952727983707,5.95,0.0,74.0,5.0369526024136295,18.0,2.6390573296152584,76.0,2.75,74.0,0.262364264467491,7.128513323636497,14.155425433327226,9.3,9.5,0.535,9.6,5.0369526024136295,74.66666666666667,3.813754628145526,5.136,218.2623642644675
Lao People's Democratic Republic,2009,Developing,63.1,223.0,2.3978952727983707,5.18,0.0,67.0,4.3694478524670215,17.3,2.70805020110221,67.0,3.77,67.0,0.1823215567939546,7.128513323636497,14.155425433327226,9.4,9.6,0.525,9.4,5.105945473900581,67.0,3.742469494909161,4.9350000000000005,223.18232155679397
Lao People's Democratic Republic,2008,Developing,62.6,228.0,2.3978952727983707,5.1,0.0,61.0,5.1647859739235145,16.7,2.70805020110221,6.0,2.77,61.0,0.1823215567939546,7.128513323636497,14.155425433327226,9.6,9.7,0.518,9.2,5.105945473900581,42.666666666666664,3.6925699016437057,4.7656,228.18232155679397
Lao People's Democratic Republic,2007,Developing,62.1,234.0,2.4849066497880004,5.0,0.0,5.0,7.425953657077541,16.1,2.772588722239781,46.0,4.14,5.0,0.1823215567939546,7.128513323636497,14.155425433327226,9.7,9.8,0.509,9.0,5.2574953720277815,18.666666666666668,3.628413281730977,4.581,234.18232155679397
Lao People's Democratic Republic,2006,Developing,61.5,24.0,2.4849066497880004,3.69,0.0,57.0,4.07753744390572,15.5,2.772588722239781,56.0,4.14,57.0,0.1823215567939546,7.128513323636497,14.155425433327226,9.9,9.9,0.503,9.0,5.2574953720277815,56.666666666666664,3.585642201789158,4.527,24.182321556793955
Lao People's Democratic Republic,2005,Developing,61.0,246.0,2.4849066497880004,3.68,0.0,49.0,5.69035945432406,14.9,2.833213344056216,5.0,4.32,49.0,0.1823215567939546,7.128513323636497,14.155425433327226,1.0,1.1,0.494,8.7,5.318119993844217,34.333333333333336,3.5214855818764295,4.2978,246.18232155679397
Lao People's Democratic Republic,2004,Developing,64.0,252.0,2.5649493574615367,3.53,0.0,45.0,7.307872780763706,14.4,2.833213344056216,46.0,4.54,45.0,0.1823215567939546,7.128513323636497,14.155425433327226,1.1,1.2,0.485,8.6,5.398162701517753,45.333333333333336,3.457328961963701,4.170999999999999,252.18232155679397
Lao People's Democratic Republic,2003,Developing,59.8,259.0,2.5649493574615367,3.41,0.0,5.0,7.501634457883413,13.8,2.8903717578961645,52.0,4.91,49.0,0.0953101798043248,7.128513323636497,14.155425433327226,1.2,1.3,0.477,8.3,5.455321115357702,35.333333333333336,3.400300855374609,3.9591000000000003,259.0953101798043
Lao People's Democratic Republic,2002,Developing,59.3,265.0,2.6390573296152584,3.33,0.0,91.0,7.635786861395585,13.3,2.9444389791664403,55.0,4.4,53.0,0.0953101798043248,7.128513323636497,14.155425433327226,1.3,1.4,0.468,8.0,5.583496308781699,66.33333333333333,3.3361442354618807,3.744,265.0953101798043
Lao People's Democratic Republic,2001,Developing,58.7,271.0,2.6390573296152584,3.13,0.0,91.0,4.553876891600541,12.7,2.995732273553991,55.0,4.32,52.0,0.0953101798043248,7.128513323636497,14.155425433327226,1.4,1.5,0.463,8.0,5.634789603169249,66.0,3.3005016688436983,3.704,271.0953101798043
Lao People's Democratic Republic,2000,Developing,58.1,278.0,2.70805020110221,5.16,0.0,91.0,5.808142489980444,12.3,3.044522437723423,57.0,3.41,51.0,0.0953101798043248,7.128513323636497,14.155425433327226,1.5,1.5,0.459,8.0,5.752572638825633,66.33333333333333,3.2719876155491523,3.672,278.0953101798043
Latvia,2015,Developed,74.6,153.0,0.0,3.77,0.0,94.0,0.0,61.2,0.0,95.0,5.75,95.0,0.0953101798043248,9.522782129890851,14.49735813781574,2.2,2.1,0.828,16.0,0.0,94.66666666666667,7.884863603549625,13.248,153.09531017980433
